Cadastro;Tipo;Cód. Terreno;Bairro - Código;Bairro - Nome;Logradouro - Código;Logradouro - Nome;Quadra;Lote;Número;Cep;Situação Cadastral
1150707;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1375;85.960-180;Ativo
1150693;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1375;85.960-180;Ativo
1150685;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1375;85.960-180;Ativo
1150677;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1375;85.960-180;Ativo
1150669;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1375;85.960-180;Ativo
1150650;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1375;85.960-180;Ativo
1150642;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1375;85.960-180;Ativo
1150634;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1375;85.960-180;Ativo
1150626;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1375;85.960-180;Ativo
1150618;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1375;85.960-180;Ativo
1150600;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1375;85.960-180;Ativo
1150596;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1375;85.960-180;Ativo
1150588;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1375;85.960-180;Ativo
1150570;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1375;85.960-180;Ativo
1150561;Unidade;254533;12677;BAIRRO CENTRO;44;INDEPENDENCIA;164;7;1377;85.960-180;Ativo
1150553;Unidade;192398296;12693;BAIRRO ANDORINHA;89;02 DE ABRIL;1;11/A;5457;85.966-156;Ativo
1150545;Unidade;192398326;12693;BAIRRO ANDORINHA;89;02 DE ABRIL;1;11/B;5451;85.966-156;Ativo
1150537;Unidade;221694;12698;BAIRRO ESPIGAO;10986;SÉRGIO DREHMER;3;4;670;85.960-076;Ativo
1150529;Unidade;1072420;12689;BAIRRO BOA VISTA;8901;JOSÉ KRUGER;1;23;1027;85.966-456;Ativo
1150510;Unidade;1072420;12689;BAIRRO BOA VISTA;8901;JOSÉ KRUGER;1;23;1021;85.966-456;Ativo
1150502;Unidade;115444;12688;BAIRRO VILA GAUCHA;76;SAO JOAO DEL REY;2;17;5744;85.966-174;Ativo
1150499;Unidade;194468;12693;BAIRRO ANDORINHA;89;02 DE ABRIL;1;12;5437;85.966-156;Ativo
1150480;Unidade;222372;12693;BAIRRO ANDORINHA;721;ALBINO MULLER;6;9;6046;85.966-112;Ativo
1150472;Unidade;222372;12693;BAIRRO ANDORINHA;721;ALBINO MULLER;6;9;6052;85.966-112;Ativo
1150464;Terreno;;12677;BAIRRO CENTRO;40;MARIPA;36;08/A;;85.960-176;Ativo
1150456;Unidade;234907;12693;BAIRRO ANDORINHA;658;VALDIR WINTER;3;7;694;85.966-102;Ativo
1150448;Unidade;234907;12693;BAIRRO ANDORINHA;658;VALDIR WINTER;3;7;700;85.966-102;Ativo
1150430;Unidade;188573;12689;BAIRRO BOA VISTA;651;NOSSA SENHORA DA PENHA;7;3;179;85.966-426;Ativo
1150421;Unidade;226475;12681;BAIRRO PRIMAVERA;420;DO CEDRO;2;3;284;85.963-152;Ativo
1150391;Unidade;124605;10;DISTRITO DE PORTO MENDES;250;GUANABARA;66;2;288;85.973-034;Ativo
1150383;Unidade;192402595;12693;BAIRRO ANDORINHA;12448;ARMIN ERVIN LINDNER;12;03/A;5188;85.966-124;Ativo
1150375;Unidade;1106031;12693;BAIRRO ANDORINHA;12448;ARMIN ERVIN LINDNER;12;03/B;5194;85.966-124;Ativo
1150367;Unidade;1153013;12693;BAIRRO ANDORINHA;12446;EGON LINDNER;2;10/A;5117;85.966-120;Ativo
1150359;Unidade;1104497;12693;BAIRRO ANDORINHA;12446;EGON LINDNER;2;10/B;5111;85.966-120;Ativo
1150340;Unidade;1112783;7;DISTRITO DE MARGARIDA;46;15 DE NOVEMBRO;14;10/nov;5186;85.976-023;Ativo
1150332;Unidade;327212;12677;BAIRRO CENTRO;8;RIO DE JANEIRO;111;10;1532;85.960-140;Ativo
1150324;Unidade;176486;12688;BAIRRO VILA GAUCHA;14;GOIAS;2;25;5384;85.966-176;Ativo
1150316;Unidade;168513;12682;BAIRRO LIDER;51;IRIO JACOB WELP;4;19;2566;85.960-055;Ativo
1150308;Unidade;179094;12685;BAIRRO DO LAGO;625;INGRUN SEYBOTH;8;6;239;85.960-232;Ativo
1150278;Terreno;;12677;BAIRRO CENTRO;45;DOM PEDRO I;146;6;;85.960-182;Ativo
1150200;Unidade;188743;12689;BAIRRO BOA VISTA;645;ALEXANDRE STAPENHORST;7;20;836;85.966-482;Ativo
1150197;Unidade;221023;12689;BAIRRO BOA VISTA;9;SAO PAULO;6;17;7190;85.966-432;Ativo
1150189;Rural;;188;ZONA RURAL;100;RURAL;26;85/B;;85.969-899;Ativo
1150170;Rural;;188;ZONA RURAL;100;RURAL;26;85/C;;85.969-899;Ativo
1150154;Unidade;1152050;12681;BAIRRO PRIMAVERA;735;OTTO FOLLMANN;4;11/A;648;85.963-158;Ativo
1150146;Unidade;1074555;12688;BAIRRO VILA GAUCHA;9015;ARLINDO MULLER;1;15;1136;85.966-222;Ativo
1150138;Unidade;161519;12688;BAIRRO VILA GAUCHA;581;LINCOLN LEDUC;2;6;641;85.966-250;Ativo
1150120;Unidade;224898;12688;BAIRRO VILA GAUCHA;98;DARLEY GERMANO BREGOLLI;9;16;5225;85.966-216;Ativo
1150111;Unidade;206571;12689;BAIRRO BOA VISTA;673;DR. CESAR DE SOUZA FÁRO;5;9;128;85.966-458;Ativo
1150103;Unidade;1151525;12693;BAIRRO ANDORINHA;12446;EGON LINDNER;13;19/A;5207;85.966-120;Ativo
1150090;Unidade;35050;12678;BAIRRO ALVORADA;69;JOSE BONIFACIO;280-D;7;1910;85.963-230;Ativo
1150081;Unidade;1106392;12693;BAIRRO ANDORINHA;12446;EGON LINDNER;13;19/B;5199;85.966-120;Ativo
1150073;Unidade;1116894;12695;BAIRRO FLORIDA;13270;FRANCISCO RICARDI;4;7;5883;85.960-504;Ativo
1150065;Unidade;1151460;12689;BAIRRO BOA VISTA;649;ARNALDO WILLMS;1;15/A;929;85.966-484;Ativo
1150057;Unidade;222542;12689;BAIRRO BOA VISTA;649;ARNALDO WILLMS;1;15/B;923;85.966-484;Ativo
1150049;Unidade;1117360;12695;BAIRRO FLORIDA;13273;SIEGRID GERKE;7;09/B;1783;85.960-540;Ativo
1150030;Unidade;1150880;12684;BAIRRO SAO FRANCISCO;9267;CANÁRIO;4;12/A;4;85.963-024;Ativo
1150022;Unidade;1150871;12684;BAIRRO SAO FRANCISCO;9267;CANÁRIO;4;12/B;12;85.963-024;Ativo
1150014;Unidade;1104896;12693;BAIRRO ANDORINHA;12449;RELINDO WEBER;5;11;5107;85.966-126;Ativo
1150006;Unidade;1104896;12693;BAIRRO ANDORINHA;12449;RELINDO WEBER;5;11;5099;85.966-126;Ativo
1149997;Unidade;1151835;12695;BAIRRO FLORIDA;13273;SIEGRID GERKE;7;09/A;1795;85.960-540;Ativo
1149989;Unidade;32948;12679;BAIRRO BOTAFOGO;113;FORTALEZA;3;12;755;85.963-274;Ativo
1149954;Unidade;221660;12698;BAIRRO ESPIGAO;125;PARA;3;1;5;85.960-074;Ativo
1149938;Unidade;366528;7;DISTRITO DE MARGARIDA;275;PRATA;2;6;5292;85.976-007;Ativo
1149920;Rural;;188;ZONA RURAL;100;RURAL;11;48 C;;85.969-899;Ativo
1149911;Unidade;366528;7;DISTRITO DE MARGARIDA;275;PRATA;2;6;5284;85.976-007;Ativo
1149903;Unidade;188751;12689;BAIRRO BOA VISTA;651;NOSSA SENHORA DA PENHA;8;1;95;85.966-426;Ativo
1149890;Unidade;188751;12689;BAIRRO BOA VISTA;651;NOSSA SENHORA DA PENHA;8;1;85;85.966-426;Ativo
1149881;Unidade;188751;12689;BAIRRO BOA VISTA;651;NOSSA SENHORA DA PENHA;8;1;81;85.966-426;Ativo
1149873;Unidade;150592;12680;BAIRRO HIGIENOPOLIS;442;IMPERATRIZ;7;4;288;85.963-560;Ativo
1149865;Unidade;1067613;12686;BAIRRO ANA PAULA;8649;ALFREDO GUILHERME WIEBRANTZ;1;2;5122;85.960-422;Ativo
1149857;Unidade;192872;12689;BAIRRO BOA VISTA;9;SAO PAULO;6;15;7162;85.966-432;Ativo
1149849;Terreno;;12697;BAIRRO MARECHAL;222;SÃO MARCOS;CHAC;32;;85.960-316;Ativo
1149830;Terreno;;12697;BAIRRO MARECHAL;222;SÃO MARCOS;CHAC;31;;85.960-316;Ativo
1149822;Terreno;;12697;BAIRRO MARECHAL;222;SÃO MARCOS;CHAC;30;;85.960-316;Ativo
1149814;Terreno;;12697;BAIRRO MARECHAL;222;SÃO MARCOS;CHAC;27;;85.960-316;Ativo
1149806;Terreno;;12697;BAIRRO MARECHAL;222;SÃO MARCOS;CHAC;17;;85.960-316;Ativo
1149792;Terreno;;12697;BAIRRO MARECHAL;222;SÃO MARCOS;CHAC;15;;85.960-316;Ativo
1149784;Terreno;;12697;BAIRRO MARECHAL;222;SÃO MARCOS;CHAC;12;;85.960-316;Ativo
1149776;Terreno;;12697;BAIRRO MARECHAL;213;SÃO SEBASTIÃO;11;49/50/A;;85.960-314;Ativo
1149768;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149750;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149741;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149733;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149725;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149717;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;907;85.963-228;Ativo
1149709;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149695;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149687;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149679;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149660;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149652;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149644;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149636;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149628;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149610;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149601;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149598;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149580;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149571;Unidade;275999;12678;BAIRRO ALVORADA;40;MARIPA;1;11/dez;917;85.963-228;Ativo
1149563;Unidade;1151053;12681;BAIRRO PRIMAVERA;178;PORTO VELHO;5;03/A;5179;85.963-144;Ativo
1149555;Unidade;1075802;12681;BAIRRO PRIMAVERA;178;PORTO VELHO;5;03/B;5173;85.963-144;Ativo
1149547;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;12;77-C;;85.963-108;Ativo
1149539;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;12;77-E;;85.963-108;Ativo
1149520;Unidade;1081098;12694;BAIRRO BORBOLETA;399;LONI LANGE;2;18;412;85.966-012;Ativo
1149512;Unidade;1097237;12681;BAIRRO PRIMAVERA;11112;OSMAR MARTINS;4;6;280;85.963-136;Ativo
1149504;Unidade;244406;12689;BAIRRO BOA VISTA;10;PARANA;2;17;6613;85.966-434;Ativo
1149490;Unidade;223735;12689;BAIRRO BOA VISTA;601;ISIDORO LORINI;10;11;916;85.966-420;Ativo
1149482;Unidade;138622;12681;BAIRRO PRIMAVERA;407;DAS CANELAS;1;7;100;85.963-148;Ativo
1149474;Unidade;236403;12679;BAIRRO BOTAFOGO;110;BELEM;3;10;425;85.963-290;Ativo
1149466;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;48-A;;85.963-108;Ativo
1149458;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;12;78/F;;85.963-108;Ativo
1149440;Unidade;1124722;12692;BAIRRO GUAVIRA;17950;ELÁRIO ARTHUR WENDPAP;1;9;1003;85.966-290;Ativo
1149433;Rural;;188;ZONA RURAL;100;RURAL;39;110;;85.969-899;Ativo
1149431;Rural;;188;ZONA RURAL;100;RURAL;18;19/I;;85.969-899;Ativo
1149423;Rural;;188;ZONA RURAL;100;RURAL;18;19/H;;85.969-899;Ativo
1149407;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;12;76;;85.963-108;Ativo
1149393;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;12;75/B/D;;85.963-108;Ativo
1149385;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;12;75/B/C;;85.963-108;Ativo
1149377;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;12;75/B/B;;85.963-108;Ativo
1149369;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;12;75/B/A;;85.963-108;Ativo
1149350;Unidade;1068830;12692;BAIRRO GUAVIRA;376;INDEPENDENTE;4;1;378;85.966-280;Ativo
1149334;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11/dez;38/72/A;;85.963-108;Ativo
1149326;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;12;72-A;;85.963-108;Ativo
1149318;Unidade;286990;12680;BAIRRO HIGIENOPOLIS;139;GERÂNIO;24;6;182;85.963-510;Ativo
1149300;Unidade;262048;12677;BAIRRO CENTRO;11;SANTA CATARINA;30;2;147;85.960-146;Ativo
1149296;Unidade;176451;12688;BAIRRO VILA GAUCHA;93;AMIR DALLA VECCHIA;2;22;285;85.966-218;Ativo
1149288;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;46/A;;85.963-108;Ativo
1149270;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;45/A-C;;85.963-108;Ativo
1149261;Unidade;1125052;12692;BAIRRO GUAVIRA;679;GUIDO MAX TRENTINI;3;7;277;85.966-264;Ativo
1149253;Unidade;1125052;12692;BAIRRO GUAVIRA;679;GUIDO MAX TRENTINI;3;7;271;85.966-264;Ativo
1149245;Unidade;1116894;12695;BAIRRO FLORIDA;13270;FRANCISCO RICARDI;4;7;5889;85.960-504;Ativo
1149237;Unidade;66346;12680;BAIRRO HIGIENOPOLIS;173;DAS FLORES;10;7;177;85.963-542;Ativo
1149229;Rural;;188;ZONA RURAL;100;RURAL;18;24/E;;85.969-899;Ativo
1149202;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;45/A/B;;85.963-108;Ativo
1149180;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;43/B-A;;85.963-108;Ativo
1149172;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;43/B;;85.963-108;Ativo
1149164;Unidade;1150405;12693;BAIRRO ANDORINHA;77;AMERICO VESPUCIO;6;14/A;5975;85.966-114;Ativo
1149156;Unidade;1150413;12693;BAIRRO ANDORINHA;77;AMERICO VESPUCIO;6;14/B;5969;85.966-114;Ativo
1149130;Unidade;242071;12696;BAIRRO SAO LUCAS;239;EDVINO OHLWEILLER;4;04/mai;2038;85.960-342;Ativo
1149121;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11/dez;42/75/A;;85.963-108;Ativo
1149113;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;41/42/C/A;;85.963-108;Ativo
1149105;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;41/42/C;;85.963-108;Ativo
1149091;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;41/42/A/C;;85.963-108;Ativo
1149083;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;41/42/A/B;;85.963-108;Ativo
1149075;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;41/42/A/A;;85.963-108;Ativo
1149067;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;41/C;;85.963-108;Ativo
1149059;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;40/D;;85.963-108;Ativo
1149040;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;40-C;;85.963-108;Ativo
1149032;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;40-A;;85.963-108;Ativo
1149024;Unidade;1123750;12695;BAIRRO FLORIDA;428;SAO FRANCISCO DE ASSIS;4;20;5600;85.960-514;Ativo
1149016;Unidade;1053434;12679;BAIRRO BOTAFOGO;447;BR 163;12;114/C;;85.963-326;Ativo
1149008;Unidade;1108395;12692;BAIRRO GUAVIRA;587;URUGUAI;4;1;219;85.966-268;Ativo
1148990;Unidade;1108395;12692;BAIRRO GUAVIRA;587;URUGUAI;4;1;213;85.966-268;Ativo
1148982;Unidade;1108395;12692;BAIRRO GUAVIRA;587;URUGUAI;4;1;207;85.966-268;Ativo
1148974;Unidade;270717;12678;BAIRRO ALVORADA;114;NATAL;280-D;12;900;85.963-266;Ativo
1148966;Unidade;270717;12678;BAIRRO ALVORADA;114;NATAL;280-D;12;900;85.963-266;Ativo
1148958;Unidade;270717;12678;BAIRRO ALVORADA;114;NATAL;280-D;12;900;85.963-266;Ativo
1148940;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11/dez;39/73/A;;85.963-108;Ativo
1148931;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11/dez;39/40/74/A;;85.963-108;Ativo
1148915;Unidade;1107038;12681;BAIRRO PRIMAVERA;633;PONTA GROSSA;2;1;1156;85.963-150;Ativo
1148907;Unidade;1107038;12681;BAIRRO PRIMAVERA;633;PONTA GROSSA;2;1;1148;85.963-150;Ativo
1148893;Terreno;;12682;BAIRRO LIDER;48;MARECHAL DEODORO;CHAC.;251/B;;85.960-065;Ativo
1148877;Unidade;1151622;12680;BAIRRO HIGIENOPOLIS;443;ONOFRE MACHADO DE SOUZA;6;21/A;647;85.963-562;Ativo
1148869;Unidade;1111264;12681;BAIRRO PRIMAVERA;12496;INOCÊNCIO FERREIRA;10;7;1817;85.963-168;Ativo
1148850;Unidade;1111264;12681;BAIRRO PRIMAVERA;12496;INOCÊNCIO FERREIRA;10;7;1813;85.963-168;Ativo
1148842;Unidade;1148710;12696;BAIRRO SAO LUCAS;411;SANTA ISABEL;AREA INSTITUCIONAL;PM1;;85.960-352;Ativo
1148834;Unidade;59463;12698;BAIRRO ESPIGAO;123;PORTO ALEGRE;1;4;1034;85.960-070;Ativo
1148826;Unidade;1088939;12696;BAIRRO SAO LUCAS;15;MATO GROSSO;2;2;2240;85.960-336;Ativo
1148818;Unidade;1088939;12696;BAIRRO SAO LUCAS;15;MATO GROSSO;2;2;2248;85.960-336;Ativo
1148800;Rural;;188;ZONA RURAL;100;RURAL;42;02/C;;85.969-899;Ativo
1148796;Rural;;188;ZONA RURAL;100;RURAL;42;02/D;;85.969-899;Ativo
1148788;Terreno;;12689;BAIRRO BOA VISTA;650;EDWINO DORZBACHER;CHAC.;370/371;;85.966-478;Ativo
1148770;Terreno;;12689;BAIRRO BOA VISTA;552;SUBURBANA;CHAC.;369/370/371;;85.969-899;Ativo
1148761;Rural;;188;ZONA RURAL;100;RURAL;20;66/C;;85.969-899;Ativo
1148753;Rural;;188;ZONA RURAL;100;RURAL;20;66/B;;85.969-899;Ativo
1148745;Unidade;297810;12682;BAIRRO LIDER;1;CEARA;4;11;S/N;85.960-049;Ativo
1148737;Unidade;297810;12682;BAIRRO LIDER;1;CEARA;4;11;S/N;85.960-049;Ativo
1148729;Unidade;297810;12682;BAIRRO LIDER;1;CEARA;4;11;S/N;85.960-049;Ativo
1148702;Unidade;367230;7;DISTRITO DE MARGARIDA;37;7 DE SETEMBRO;66;11;5302;85.976-029;Ativo
1148699;Unidade;171697;12689;BAIRRO BOA VISTA;12;RIO GRANDE DO SUL;7;14;7168;85.966-438;Ativo
1148656;Unidade;156582;12685;BAIRRO DO LAGO;226;EXPEDICIONÁRIO OTTO GRINGS;5;2;1017';85.960-218;Ativo
1148648;Unidade;156582;12685;BAIRRO DO LAGO;226;EXPEDICIONÁRIO OTTO GRINGS;5;2;1017;85.960-218;Ativo
1148630;Unidade;156582;12685;BAIRRO DO LAGO;226;EXPEDICIONÁRIO OTTO GRINGS;5;2;1017;85.960-218;Ativo
1148621;Unidade;156582;12685;BAIRRO DO LAGO;226;EXPEDICIONÁRIO OTTO GRINGS;5;2;1017;85.960-218;Ativo
1148613;Unidade;1082949;12693;BAIRRO ANDORINHA;85;2 DE DEZEMBRO;5;7;5046;85.966-150;Ativo
1148605;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;41/D;;85.963-108;Ativo
1148591;Unidade;1148583;12678;BAIRRO ALVORADA;142;BAHIA;2;6;271;85.963-260;Ativo
1148575;Unidade;1154648;12693;BAIRRO ANDORINHA;12451;DINARTE JOSÉ QUIOSI;9;09/A;5260;85.966-130;Ativo
1148567;Unidade;1105485;12693;BAIRRO ANDORINHA;12451;DINARTE JOSÉ QUIOSI;9;09/B;5266;85.966-130;Ativo
1148559;Rural;;188;ZONA RURAL;100;RURAL;20;137/E;;85.969-899;Ativo
1148540;Unidade;1104756;12693;BAIRRO ANDORINHA;12448;ARMIN ERVIN LINDNER;4;10;5117;85.966-124;Ativo
1148532;Rural;;188;ZONA RURAL;100;RURAL;20;137/C;;85.969-899;Ativo
1148524;Rural;;188;ZONA RURAL;100;RURAL;20;137/D;;85.969-899;Ativo
1148516;Unidade;1104756;12693;BAIRRO ANDORINHA;12448;ARMIN ERVIN LINDNER;4;10;5111;85.966-124;Ativo
1148508;Unidade;1090984;12680;BAIRRO HIGIENOPOLIS;444;FRANCISCO BELTRAO;6;2;612;85.963-564;Ativo
1148494;Unidade;1090984;12680;BAIRRO HIGIENOPOLIS;444;FRANCISCO BELTRAO;6;2;618;85.963-564;Ativo
1148486;Unidade;1082892;12693;BAIRRO ANDORINHA;686;ARMINDO PRASS;3;9;5688;85.966-108;Ativo
1148478;Unidade;1082892;12693;BAIRRO ANDORINHA;686;ARMINDO PRASS;3;9;5692;85.966-108;Ativo
1148460;Unidade;1082892;12693;BAIRRO ANDORINHA;686;ARMINDO PRASS;3;9;5702;85.966-108;Ativo
1148451;Unidade;1106171;12693;BAIRRO ANDORINHA;12447;ERNESTO VITECK;12;17;5231;85.966-122;Ativo
1148443;Unidade;1097210;12681;BAIRRO PRIMAVERA;67;CONCORDIA;4;4;248;85.963-182;Ativo
1148435;Unidade;1097210;12681;BAIRRO PRIMAVERA;67;CONCORDIA;4;4;260;85.963-182;Ativo
1148427;Unidade;1097210;12681;BAIRRO PRIMAVERA;11112;OSMAR MARTINS;4;4;3270;85.963-136;Ativo
1148419;Unidade;205435;12688;BAIRRO VILA GAUCHA;12;RIO GRANDE DO SUL;1;04/05/2006;6235;85.966-182;Ativo
1148400;Unidade;1152688;12689;BAIRRO BOA VISTA;601;ISIDORO LORINI;10;08/A;875;85.966-420;Ativo
1148397;Unidade;223700;12689;BAIRRO BOA VISTA;601;ISIDORO LORINI;10;08/B;881;85.966-420;Ativo
1148362;Unidade;1149962;12692;BAIRRO GUAVIRA;680;BERDINAND SPITZER;2;05/B;287;85.966-266;Ativo
1148354;Unidade;1149970;12692;BAIRRO GUAVIRA;680;BERDINAND SPITZER;2;05/A;293;85.966-266;Ativo
1148346;Unidade;156434;12685;BAIRRO DO LAGO;544;PRESIDENTE MEDICI;4;4;73;85.960-224;Ativo
1148303;Unidade;367494;7;DISTRITO DE MARGARIDA;38;TIRADENTES;14;06/jul;5534;85.976-011;Ativo
1148290;Unidade;224561;12688;BAIRRO VILA GAUCHA;20;HELMUTH PRIESNITZ;11;18;5189;85.966-224;Ativo
1148273;Terreno;;10;DISTRITO DE PORTO MENDES;250;GUANABARA;111;8;;85.973-034;Ativo
1148265;Terreno;;10;DISTRITO DE PORTO MENDES;270;RIO BRANCO;111;07/A;;85.973-002;Ativo
1148257;Unidade;218057;12677;BAIRRO CENTRO;40;MARIPA;107;05/A;384;85.960-176;Ativo
1148249;Unidade;218057;12677;BAIRRO CENTRO;40;MARIPA;107;05/A;384;85.960-176;Ativo
1148230;Unidade;218057;12677;BAIRRO CENTRO;40;MARIPA;107;05/A;384;85.960-176;Ativo
1148222;Terreno;;12683;BAIRRO INDUSTRIAL LESTE;447;BR 163;11;38/D;S/N;85.963-108;Ativo
1148184;Terreno;;12690;BAIRRO INDUSTRIAL OESTE;552;SUBURBANA;12;268-D;;85.969-899;Ativo
1148176;Terreno;;12690;BAIRRO INDUSTRIAL OESTE;552;SUBURBANA;12;268-C;;85.969-899;Ativo
1148168;Terreno;;12691;BAIRRO PEROBA;678;ANNITA TRENTINI;12;288;S/N;85.966-400;Ativo
1148150;Unidade;1138120;29;DISTRITO DE BOM JARDIM;309;OTTO KAISER;A-6;05/06/A;5449;85.974-007;Ativo
1148141;Unidade;1150235;12693;BAIRRO ANDORINHA;8297;PASTOR GUILHERME LUDKE;8;10/A;526;85.966-106;Ativo
1148133;Unidade;1150243;12693;BAIRRO ANDORINHA;8297;PASTOR GUILHERME LUDKE;8;10/B;532;85.966-106;Ativo
1148125;Unidade;1150251;12693;BAIRRO ANDORINHA;8297;PASTOR GUILHERME LUDKE;8;11/A;538;85.966-106;Ativo
1148117;Unidade;1150260;12693;BAIRRO ANDORINHA;8297;PASTOR GUILHERME LUDKE;8;11/B;544;85.966-106;Ativo
1148109;Unidade;237116;12679;BAIRRO BOTAFOGO;110;BELEM;10;10;281;85.963-290;Ativo
1148095;Unidade;1075136;12681;BAIRRO PRIMAVERA;423;DAS OLIVEIRAS;1;16;264;85.963-198;Ativo
1148087;Unidade;1075136;12681;BAIRRO PRIMAVERA;423;DAS OLIVEIRAS;1;16;276;85.963-198;Ativo
1148079;Unidade;1075136;12681;BAIRRO PRIMAVERA;423;DAS OLIVEIRAS;1;16;284;85.963-198;Ativo
1148060;Unidade;171042;12689;BAIRRO BOA VISTA;10;PARANA;3;4;6868;85.966-434;Ativo
1148052;Unidade;171042;12689;BAIRRO BOA VISTA;10;PARANA;3;4;6874;85.966-434;Ativo
1148044;Unidade;1150898;12689;BAIRRO BOA VISTA;9264;LIRA;5;13/A;788;85.966-486;Ativo
